instance_path,meta_scale,meta_scenario,meta_seed,meta_n_orders,time_limit_s,ship_window,run_status,run_elapsed_s,data_dir,out_dir,run_error,status,objective,horizon_days,num_units,num_operations
large/baseline/I013,large,baseline,1132,40,300,2,ok,24.566327,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/baseline/I013,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/baseline/I013,,INFEASIBLE,,59,159,636
large/baseline/I014,large,baseline,1133,40,300,2,ok,32.329519,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/baseline/I014,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/baseline/I014,,INFEASIBLE,,60,184,736
large/baseline/I015,large,baseline,1134,40,300,2,ok,29.816478,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/baseline/I015,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/baseline/I015,,INFEASIBLE,,60,177,708
large/baseline/I016,large,baseline,1135,40,300,2,ok,31.982737,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/baseline/I016,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/baseline/I016,,INFEASIBLE,,60,185,740
large/baseline/I017,large,baseline,1136,40,300,2,ok,27.799368,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/baseline/I017,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/baseline/I017,,INFEASIBLE,,60,171,684
large/baseline/I018,large,baseline,1137,40,300,2,ok,26.689059,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/baseline/I018,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/baseline/I018,,INFEASIBLE,,59,167,668
large/baseline/I019,large,baseline,1138,40,300,2,ok,35.221181,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/baseline/I019,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/baseline/I019,,INFEASIBLE,,59,196,784
large/baseline/I020,large,baseline,1139,40,300,2,ok,28.39455,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/baseline/I020,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/baseline/I020,,INFEASIBLE,,60,173,692
large/tight_delivery/I001,large,tight_delivery,1140,40,300,2,ok,19.268539,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_delivery/I001,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_delivery/I001,,INFEASIBLE,,35,150,600
large/tight_delivery/I002,large,tight_delivery,1141,40,300,2,ok,35.442486,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_delivery/I002,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_delivery/I002,,INFEASIBLE,,35,209,836
large/tight_delivery/I003,large,tight_delivery,1142,40,300,2,ok,35.190734,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_delivery/I003,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_delivery/I003,,INFEASIBLE,,35,209,836
large/tight_delivery/I004,large,tight_delivery,1143,40,300,2,ok,24.104743,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_delivery/I004,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_delivery/I004,,INFEASIBLE,,35,170,680
large/tight_delivery/I005,large,tight_delivery,1144,40,300,2,ok,25.618273,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_delivery/I005,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_delivery/I005,,INFEASIBLE,,35,176,704
large/tight_delivery/I006,large,tight_delivery,1145,40,300,2,ok,26.259162,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_delivery/I006,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_delivery/I006,,INFEASIBLE,,35,178,712
large/tight_delivery/I007,large,tight_delivery,1146,40,300,2,ok,24.147255,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_delivery/I007,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_delivery/I007,,INFEASIBLE,,34,171,684
large/tight_delivery/I008,large,tight_delivery,1147,40,300,2,ok,23.792862,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_delivery/I008,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_delivery/I008,,INFEASIBLE,,35,169,676
large/tight_delivery/I009,large,tight_delivery,1148,40,300,2,ok,27.011194,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_delivery/I009,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_delivery/I009,,INFEASIBLE,,35,181,724
large/tight_delivery/I010,large,tight_delivery,1149,40,300,2,ok,25.425102,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_delivery/I010,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_delivery/I010,,INFEASIBLE,,35,175,700
large/tight_delivery/I011,large,tight_delivery,1150,40,300,2,ok,27.319512,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_delivery/I011,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_delivery/I011,,INFEASIBLE,,35,182,728
large/tight_delivery/I012,large,tight_delivery,1151,40,300,2,ok,29.063528,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_delivery/I012,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_delivery/I012,,INFEASIBLE,,35,188,752
large/tight_delivery/I013,large,tight_delivery,1152,40,300,2,ok,27.656658,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_delivery/I013,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_delivery/I013,,INFEASIBLE,,35,183,732
large/tight_delivery/I014,large,tight_delivery,1153,40,300,2,ok,30.01486,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_delivery/I014,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_delivery/I014,,INFEASIBLE,,35,191,764
large/tight_delivery/I015,large,tight_delivery,1154,40,300,2,ok,26.030941,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_delivery/I015,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_delivery/I015,,INFEASIBLE,,35,178,712
large/tight_delivery/I016,large,tight_delivery,1155,40,300,2,ok,23.424588,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_delivery/I016,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_delivery/I016,,INFEASIBLE,,35,168,672
large/tight_delivery/I017,large,tight_delivery,1156,40,300,2,ok,30.029394,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_delivery/I017,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_delivery/I017,,INFEASIBLE,,35,192,768
large/tight_delivery/I018,large,tight_delivery,1157,40,300,2,ok,27.890097,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_delivery/I018,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_delivery/I018,,INFEASIBLE,,35,185,740
large/tight_delivery/I019,large,tight_delivery,1158,40,300,2,ok,27.493486,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_delivery/I019,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_delivery/I019,,INFEASIBLE,,35,183,732
large/tight_delivery/I020,large,tight_delivery,1159,40,300,2,ok,22.890382,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_delivery/I020,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_delivery/I020,,INFEASIBLE,,35,166,664
large/tight_storage/I001,large,tight_storage,1160,40,300,2,ok,33.379771,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_storage/I001,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_storage/I001,,INFEASIBLE,,60,190,760
large/tight_storage/I002,large,tight_storage,1161,40,300,2,ok,26.254804,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_storage/I002,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_storage/I002,,INFEASIBLE,,60,165,660
large/tight_storage/I003,large,tight_storage,1162,40,300,2,ok,33.221611,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_storage/I003,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_storage/I003,,INFEASIBLE,,60,189,756
large/tight_storage/I004,large,tight_storage,1163,40,300,2,ok,30.957164,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_storage/I004,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_storage/I004,,INFEASIBLE,,60,182,728
large/tight_storage/I005,large,tight_storage,1164,40,300,2,ok,28.77586,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_storage/I005,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_storage/I005,,INFEASIBLE,,60,174,696
large/tight_storage/I006,large,tight_storage,1165,40,300,2,ok,35.441684,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_storage/I006,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_storage/I006,,INFEASIBLE,,60,197,788
large/tight_storage/I007,large,tight_storage,1166,40,300,2,ok,24.414549,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_storage/I007,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_storage/I007,,INFEASIBLE,,60,158,632
large/tight_storage/I008,large,tight_storage,1167,40,300,2,ok,38.888335,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_storage/I008,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_storage/I008,,INFEASIBLE,,60,207,828
large/tight_storage/I009,large,tight_storage,1168,40,300,2,ok,35.639519,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_storage/I009,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_storage/I009,,INFEASIBLE,,60,197,788
large/tight_storage/I010,large,tight_storage,1169,40,300,2,ok,29.858722,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_storage/I010,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_storage/I010,,INFEASIBLE,,60,178,712
large/tight_storage/I011,large,tight_storage,1170,40,300,2,ok,25.31962,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_storage/I011,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_storage/I011,,INFEASIBLE,,60,162,648
large/tight_storage/I012,large,tight_storage,1171,40,300,2,ok,32.171355,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_storage/I012,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_storage/I012,,INFEASIBLE,,60,186,744
large/tight_storage/I013,large,tight_storage,1172,40,300,2,ok,31.31468,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_storage/I013,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_storage/I013,,INFEASIBLE,,60,183,732
large/tight_storage/I014,large,tight_storage,1173,40,300,2,ok,30.809553,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_storage/I014,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_storage/I014,,INFEASIBLE,,60,181,724
large/tight_storage/I015,large,tight_storage,1174,40,300,2,ok,36.870211,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_storage/I015,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_storage/I015,,INFEASIBLE,,59,201,804
large/tight_storage/I016,large,tight_storage,1175,40,300,2,ok,34.125665,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_storage/I016,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_storage/I016,,INFEASIBLE,,60,192,768
large/tight_storage/I017,large,tight_storage,1176,40,300,2,ok,27.327008,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_storage/I017,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_storage/I017,,INFEASIBLE,,59,169,676
large/tight_storage/I018,large,tight_storage,1177,40,300,2,ok,30.141352,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_storage/I018,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_storage/I018,,INFEASIBLE,,60,179,716
large/tight_storage/I019,large,tight_storage,1178,40,300,2,ok,34.398074,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_storage/I019,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_storage/I019,,INFEASIBLE,,60,193,772
large/tight_storage/I020,large,tight_storage,1179,40,300,2,ok,29.247324,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/large/tight_storage/I020,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/large/tight_storage/I020,,INFEASIBLE,,59,176,704
medium/baseline/I001,medium,baseline,1060,20,300,2,ok,6.06982,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/baseline/I001,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/baseline/I001,,INFEASIBLE,,60,66,264
medium/baseline/I002,medium,baseline,1061,20,300,2,ok,6.786047,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/baseline/I002,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/baseline/I002,,INFEASIBLE,,60,71,284
medium/baseline/I003,medium,baseline,1062,20,300,2,ok,5.212493,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/baseline/I003,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/baseline/I003,,INFEASIBLE,,58,60,240
medium/baseline/I004,medium,baseline,1063,20,300,2,ok,6.100061,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/baseline/I004,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/baseline/I004,,INFEASIBLE,,58,67,268
medium/baseline/I005,medium,baseline,1064,20,300,2,ok,5.203878,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/baseline/I005,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/baseline/I005,,INFEASIBLE,,58,60,240
medium/baseline/I006,medium,baseline,1065,20,300,2,ok,4.169062,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/baseline/I006,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/baseline/I006,,INFEASIBLE,,60,51,204
medium/baseline/I007,medium,baseline,1066,20,300,2,ok,4.885131,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/baseline/I007,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/baseline/I007,,INFEASIBLE,,59,57,228
medium/baseline/I008,medium,baseline,1067,20,300,2,ok,6.343235,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/baseline/I008,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/baseline/I008,,INFEASIBLE,,60,68,272
medium/baseline/I009,medium,baseline,1068,20,300,2,ok,6.107567,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/baseline/I009,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/baseline/I009,,INFEASIBLE,,60,66,264
medium/baseline/I010,medium,baseline,1069,20,300,2,ok,4.81847,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/baseline/I010,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/baseline/I010,,INFEASIBLE,,60,56,224
medium/baseline/I011,medium,baseline,1070,20,300,2,ok,7.200195,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/baseline/I011,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/baseline/I011,,INFEASIBLE,,59,74,296
medium/baseline/I012,medium,baseline,1071,20,300,2,ok,6.572353,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/baseline/I012,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/baseline/I012,,INFEASIBLE,,59,70,280
medium/baseline/I013,medium,baseline,1072,20,300,2,ok,7.16212,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/baseline/I013,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/baseline/I013,,INFEASIBLE,,60,74,296
medium/baseline/I014,medium,baseline,1073,20,300,2,ok,9.170341,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/baseline/I014,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/baseline/I014,,INFEASIBLE,,59,87,348
medium/baseline/I015,medium,baseline,1074,20,300,2,ok,7.910001,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/baseline/I015,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/baseline/I015,,INFEASIBLE,,60,79,316
medium/baseline/I016,medium,baseline,1075,20,300,2,ok,5.480919,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/baseline/I016,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/baseline/I016,,INFEASIBLE,,59,62,248
medium/baseline/I017,medium,baseline,1076,20,300,2,ok,6.803893,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/baseline/I017,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/baseline/I017,,INFEASIBLE,,60,70,280
medium/baseline/I018,medium,baseline,1077,20,300,2,ok,6.738322,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/baseline/I018,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/baseline/I018,,INFEASIBLE,,60,69,276
medium/baseline/I019,medium,baseline,1078,20,300,2,ok,7.527618,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/baseline/I019,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/baseline/I019,,INFEASIBLE,,60,75,300
medium/baseline/I020,medium,baseline,1079,20,300,2,ok,5.802993,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/baseline/I020,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/baseline/I020,,INFEASIBLE,,60,64,256
medium/tight_delivery/I001,medium,tight_delivery,1080,20,300,2,ok,4.697183,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/tight_delivery/I001,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/tight_delivery/I001,,INFEASIBLE,,35,66,264
medium/tight_delivery/I002,medium,tight_delivery,1081,20,300,2,ok,5.188566,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/tight_delivery/I002,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/tight_delivery/I002,,INFEASIBLE,,35,70,280
medium/tight_delivery/I003,medium,tight_delivery,1082,20,300,2,ok,5.056219,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/tight_delivery/I003,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/tight_delivery/I003,,INFEASIBLE,,33,70,280
medium/tight_delivery/I004,medium,tight_delivery,1083,20,300,2,ok,4.678737,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/tight_delivery/I004,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/tight_delivery/I004,,INFEASIBLE,,35,66,264
medium/tight_delivery/I005,medium,tight_delivery,1084,20,300,2,ok,4.74033,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/tight_delivery/I005,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/tight_delivery/I005,,INFEASIBLE,,35,66,264
medium/tight_delivery/I006,medium,tight_delivery,1085,20,300,2,ok,4.406803,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/tight_delivery/I006,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/tight_delivery/I006,,INFEASIBLE,,34,64,256
medium/tight_delivery/I007,medium,tight_delivery,1086,20,300,2,ok,3.691092,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/tight_delivery/I007,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/tight_delivery/I007,,INFEASIBLE,,35,57,228
medium/tight_delivery/I008,medium,tight_delivery,1087,20,300,2,ok,4.899063,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/tight_delivery/I008,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/tight_delivery/I008,,INFEASIBLE,,35,68,272
medium/tight_delivery/I009,medium,tight_delivery,1088,20,300,2,ok,4.597705,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/tight_delivery/I009,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/tight_delivery/I009,,INFEASIBLE,,35,65,260
medium/tight_delivery/I010,medium,tight_delivery,1089,20,300,2,ok,5.17863,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/tight_delivery/I010,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/tight_delivery/I010,,INFEASIBLE,,35,70,280
medium/tight_delivery/I011,medium,tight_delivery,1090,20,300,2,ok,4.187055,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/tight_delivery/I011,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/tight_delivery/I011,,INFEASIBLE,,34,62,248
medium/tight_delivery/I012,medium,tight_delivery,1091,20,300,2,ok,3.963249,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/tight_delivery/I012,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/tight_delivery/I012,,INFEASIBLE,,34,60,240
medium/tight_delivery/I013,medium,tight_delivery,1092,20,300,2,ok,5.536241,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/tight_delivery/I013,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/tight_delivery/I013,,INFEASIBLE,,35,73,292
medium/tight_delivery/I014,medium,tight_delivery,1093,20,300,2,ok,5.323198,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/tight_delivery/I014,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/tight_delivery/I014,,INFEASIBLE,,33,72,288
medium/tight_delivery/I015,medium,tight_delivery,1094,20,300,2,ok,5.793236,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/tight_delivery/I015,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/tight_delivery/I015,,INFEASIBLE,,35,75,300
medium/tight_delivery/I016,medium,tight_delivery,1095,20,300,2,ok,4.707273,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/tight_delivery/I016,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/tight_delivery/I016,,INFEASIBLE,,35,66,264
medium/tight_delivery/I017,medium,tight_delivery,1096,20,300,2,ok,3.97872,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/tight_delivery/I017,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/tight_delivery/I017,,INFEASIBLE,,34,60,240
medium/tight_delivery/I018,medium,tight_delivery,1097,20,300,2,ok,5.903705,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/tight_delivery/I018,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/tight_delivery/I018,,INFEASIBLE,,35,76,304
medium/tight_delivery/I019,medium,tight_delivery,1098,20,300,2,ok,6.226803,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/tight_delivery/I019,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/tight_delivery/I019,,INFEASIBLE,,34,79,316
medium/tight_delivery/I020,medium,tight_delivery,1099,20,300,2,ok,4.617946,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/tight_delivery/I020,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/tight_delivery/I020,,INFEASIBLE,,35,65,260
medium/tight_storage/I001,medium,tight_storage,1100,20,300,2,ok,5.672649,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/tight_storage/I001,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/tight_storage/I001,,INFEASIBLE,,60,63,252
medium/tight_storage/I002,medium,tight_storage,1101,20,300,2,ok,6.77721,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/tight_storage/I002,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/tight_storage/I002,,INFEASIBLE,,60,71,284
medium/tight_storage/I003,medium,tight_storage,1102,20,300,2,ok,6.651832,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/tight_storage/I003,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/tight_storage/I003,,INFEASIBLE,,60,70,280
medium/tight_storage/I004,medium,tight_storage,1103,20,300,2,ok,7.932054,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/tight_storage/I004,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/tight_storage/I004,,INFEASIBLE,,60,79,316
medium/tight_storage/I005,medium,tight_storage,1104,20,300,2,ok,5.341451,/home/fran/Descargas/sarteco-planner-main/data/benchmark/sarteco_synth_v1/medium/tight_storage/I005,/home/fran/Descargas/sarteco-planner-main/results/sarteco_synth_v1/medium/tight_storage/I005,,INFEASIBLE,,59,61,244
