instance_path,meta_scale,meta_scenario,meta_seed,meta_n_orders,time_limit_s,ship_window,storage,staff_factor,run_status,run_error,run_elapsed_s,status,objective,horizon_days,num_units,num_operations
medium/baseline/I007,medium,baseline,1066,20,300,2,5,0.8,ok,,4.76518,INFEASIBLE,,59,57,228
medium/baseline/I007,medium,baseline,1066,20,300,2,5,1.0,ok,,4.82433,INFEASIBLE,,59,57,228
medium/baseline/I007,medium,baseline,1066,20,300,2,5,1.2,ok,,4.795613,INFEASIBLE,,59,57,228
medium/baseline/I007,medium,baseline,1066,20,300,2,10,0.8,ok,,4.77859,INFEASIBLE,,59,57,228
medium/baseline/I007,medium,baseline,1066,20,300,2,10,1.0,ok,,4.77475,INFEASIBLE,,59,57,228
medium/baseline/I007,medium,baseline,1066,20,300,2,10,1.2,ok,,4.786165,INFEASIBLE,,59,57,228
medium/baseline/I007,medium,baseline,1066,20,300,2,20,0.8,ok,,4.784593,INFEASIBLE,,59,57,228
medium/baseline/I007,medium,baseline,1066,20,300,2,20,1.0,ok,,4.774303,INFEASIBLE,,59,57,228
medium/baseline/I007,medium,baseline,1066,20,300,2,20,1.2,ok,,4.820275,INFEASIBLE,,59,57,228
medium/baseline/I007,medium,baseline,1066,20,300,2,50,0.8,ok,,4.775427,INFEASIBLE,,59,57,228
medium/baseline/I007,medium,baseline,1066,20,300,2,50,1.0,ok,,4.795185,INFEASIBLE,,59,57,228
medium/baseline/I007,medium,baseline,1066,20,300,2,50,1.2,ok,,4.772643,INFEASIBLE,,59,57,228
medium/baseline/I007,medium,baseline,1066,20,300,5,5,0.8,ok,,4.814101,INFEASIBLE,,59,57,228
medium/baseline/I007,medium,baseline,1066,20,300,5,5,1.0,ok,,4.791468,INFEASIBLE,,59,57,228
medium/baseline/I007,medium,baseline,1066,20,300,5,5,1.2,ok,,4.782136,INFEASIBLE,,59,57,228
medium/baseline/I007,medium,baseline,1066,20,300,5,10,0.8,ok,,4.794932,INFEASIBLE,,59,57,228
medium/baseline/I007,medium,baseline,1066,20,300,5,10,1.0,ok,,4.772361,INFEASIBLE,,59,57,228
medium/baseline/I007,medium,baseline,1066,20,300,5,10,1.2,ok,,4.816472,INFEASIBLE,,59,57,228
medium/baseline/I007,medium,baseline,1066,20,300,5,20,0.8,ok,,4.742154,INFEASIBLE,,59,57,228
medium/baseline/I007,medium,baseline,1066,20,300,5,20,1.0,ok,,4.828707,INFEASIBLE,,59,57,228
medium/baseline/I007,medium,baseline,1066,20,300,5,20,1.2,ok,,4.81909,INFEASIBLE,,59,57,228
medium/baseline/I007,medium,baseline,1066,20,300,5,50,0.8,ok,,4.754069,INFEASIBLE,,59,57,228
medium/baseline/I007,medium,baseline,1066,20,300,5,50,1.0,ok,,4.803354,INFEASIBLE,,59,57,228
medium/baseline/I007,medium,baseline,1066,20,300,5,50,1.2,ok,,4.767793,INFEASIBLE,,59,57,228
medium/baseline/I008,medium,baseline,1067,20,300,0,5,0.8,ok,,6.0991,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,0,5,1.0,ok,,6.125934,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,0,5,1.2,ok,,6.145899,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,0,10,0.8,ok,,6.096236,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,0,10,1.0,ok,,6.08531,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,0,10,1.2,ok,,6.108569,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,0,20,0.8,ok,,6.093718,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,0,20,1.0,ok,,6.093654,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,0,20,1.2,ok,,6.079314,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,0,50,0.8,ok,,6.110328,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,0,50,1.0,ok,,6.057611,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,0,50,1.2,ok,,6.14362,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,2,5,0.8,ok,,6.213534,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,2,5,1.0,ok,,6.212548,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,2,5,1.2,ok,,6.259203,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,2,10,0.8,ok,,6.208508,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,2,10,1.0,ok,,6.223698,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,2,10,1.2,ok,,6.23661,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,2,20,0.8,ok,,6.196176,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,2,20,1.0,ok,,6.226756,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,2,20,1.2,ok,,6.197495,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,2,50,0.8,ok,,6.244156,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,2,50,1.0,ok,,6.241166,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,2,50,1.2,ok,,6.26646,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,5,5,0.8,ok,,6.232765,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,5,5,1.0,ok,,6.219325,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,5,5,1.2,ok,,6.234558,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,5,10,0.8,ok,,6.217709,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,5,10,1.0,ok,,6.242608,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,5,10,1.2,ok,,6.200114,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,5,20,0.8,ok,,6.203143,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,5,20,1.0,ok,,6.228882,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,5,20,1.2,ok,,6.224791,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,5,50,0.8,ok,,6.234151,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,5,50,1.0,ok,,6.235387,INFEASIBLE,,60,68,272
medium/baseline/I008,medium,baseline,1067,20,300,5,50,1.2,ok,,6.182198,INFEASIBLE,,60,68,272
medium/baseline/I009,medium,baseline,1068,20,300,0,5,0.8,ok,,5.813642,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,0,5,1.0,ok,,5.871222,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,0,5,1.2,ok,,5.886835,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,0,10,0.8,ok,,5.845715,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,0,10,1.0,ok,,5.87553,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,0,10,1.2,ok,,5.844606,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,0,20,0.8,ok,,5.82341,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,0,20,1.0,ok,,5.878402,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,0,20,1.2,ok,,5.889373,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,0,50,0.8,ok,,5.837619,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,0,50,1.0,ok,,5.864187,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,0,50,1.2,ok,,5.873294,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,2,5,0.8,ok,,5.959096,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,2,5,1.0,ok,,5.997129,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,2,5,1.2,ok,,6.002349,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,2,10,0.8,ok,,5.93809,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,2,10,1.0,ok,,5.9475,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,2,10,1.2,ok,,6.006969,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,2,20,0.8,ok,,5.932293,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,2,20,1.0,ok,,6.00554,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,2,20,1.2,ok,,5.96177,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,2,50,0.8,ok,,5.948474,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,2,50,1.0,ok,,5.985893,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,2,50,1.2,ok,,5.977284,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,5,5,0.8,ok,,5.972948,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,5,5,1.0,ok,,5.982418,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,5,5,1.2,ok,,5.979775,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,5,10,0.8,ok,,5.947267,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,5,10,1.0,ok,,5.93627,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,5,10,1.2,ok,,5.983049,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,5,20,0.8,ok,,5.954541,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,5,20,1.0,ok,,5.999203,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,5,20,1.2,ok,,5.997675,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,5,50,0.8,ok,,5.931369,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,5,50,1.0,ok,,6.013832,INFEASIBLE,,60,66,264
medium/baseline/I009,medium,baseline,1068,20,300,5,50,1.2,ok,,5.973883,INFEASIBLE,,60,66,264
medium/baseline/I010,medium,baseline,1069,20,300,0,5,0.8,ok,,4.659613,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,0,5,1.0,ok,,4.586293,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,0,5,1.2,ok,,4.732975,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,0,10,0.8,ok,,4.766694,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,0,10,1.0,ok,,4.682591,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,0,10,1.2,ok,,4.599295,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,0,20,0.8,ok,,4.599972,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,0,20,1.0,ok,,4.649478,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,0,20,1.2,ok,,4.578664,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,0,50,0.8,ok,,4.60423,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,0,50,1.0,ok,,4.621289,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,0,50,1.2,ok,,4.623727,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,2,5,0.8,ok,,4.743345,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,2,5,1.0,ok,,4.716886,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,2,5,1.2,ok,,4.760389,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,2,10,0.8,ok,,4.674176,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,2,10,1.0,ok,,4.692195,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,2,10,1.2,ok,,4.739236,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,2,20,0.8,ok,,4.710085,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,2,20,1.0,ok,,4.74143,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,2,20,1.2,ok,,4.723645,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,2,50,0.8,ok,,4.711024,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,2,50,1.0,ok,,4.706223,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,2,50,1.2,ok,,4.705034,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,5,5,0.8,ok,,4.764948,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,5,5,1.0,ok,,4.696777,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,5,5,1.2,ok,,4.705005,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,5,10,0.8,ok,,4.71701,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,5,10,1.0,ok,,4.713433,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,5,10,1.2,ok,,4.726235,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,5,20,0.8,ok,,4.706184,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,5,20,1.0,ok,,4.724745,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,5,20,1.2,ok,,4.708132,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,5,50,0.8,ok,,4.668499,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,5,50,1.0,ok,,4.729786,INFEASIBLE,,60,56,224
medium/baseline/I010,medium,baseline,1069,20,300,5,50,1.2,ok,,4.706806,INFEASIBLE,,60,56,224
medium/baseline/I011,medium,baseline,1070,20,300,0,5,0.8,ok,,6.961311,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,0,5,1.0,ok,,6.955409,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,0,5,1.2,ok,,6.928326,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,0,10,0.8,ok,,6.964609,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,0,10,1.0,ok,,6.93848,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,0,10,1.2,ok,,6.940487,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,0,20,0.8,ok,,6.968226,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,0,20,1.0,ok,,6.947387,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,0,20,1.2,ok,,6.913714,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,0,50,0.8,ok,,6.949355,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,0,50,1.0,ok,,6.964799,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,0,50,1.2,ok,,6.974234,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,2,5,0.8,ok,,7.036633,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,2,5,1.0,ok,,7.054477,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,2,5,1.2,ok,,7.131427,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,2,10,0.8,ok,,7.065381,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,2,10,1.0,ok,,7.105319,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,2,10,1.2,ok,,7.07489,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,2,20,0.8,ok,,7.035474,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,2,20,1.0,ok,,7.058209,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,2,20,1.2,ok,,7.097039,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,2,50,0.8,ok,,7.103683,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,2,50,1.0,ok,,7.086488,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,2,50,1.2,ok,,7.042762,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,5,5,0.8,ok,,7.073728,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,5,5,1.0,ok,,7.093833,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,5,5,1.2,ok,,7.136015,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,5,10,0.8,ok,,7.047047,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,5,10,1.0,ok,,7.09929,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,5,10,1.2,ok,,7.112632,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,5,20,0.8,ok,,7.002594,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,5,20,1.0,ok,,7.119795,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,5,20,1.2,ok,,7.071173,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,5,50,0.8,ok,,7.079969,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,5,50,1.0,ok,,7.086821,INFEASIBLE,,59,74,296
medium/baseline/I011,medium,baseline,1070,20,300,5,50,1.2,ok,,7.222311,INFEASIBLE,,59,74,296
medium/baseline/I012,medium,baseline,1071,20,300,0,5,0.8,ok,,6.787926,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,0,5,1.0,ok,,6.434984,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,0,5,1.2,ok,,6.397062,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,0,10,0.8,ok,,6.356282,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,0,10,1.0,ok,,6.362908,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,0,10,1.2,ok,,6.407313,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,0,20,0.8,ok,,6.392237,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,0,20,1.0,ok,,6.410077,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,0,20,1.2,ok,,6.404059,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,0,50,0.8,ok,,6.364688,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,0,50,1.0,ok,,6.362401,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,0,50,1.2,ok,,6.368573,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,2,5,0.8,ok,,6.501562,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,2,5,1.0,ok,,6.515863,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,2,5,1.2,ok,,6.48448,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,2,10,0.8,ok,,6.460121,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,2,10,1.0,ok,,6.46044,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,2,10,1.2,ok,,6.581577,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,2,20,0.8,ok,,6.513218,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,2,20,1.0,ok,,6.528395,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,2,20,1.2,ok,,6.48267,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,2,50,0.8,ok,,6.500332,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,2,50,1.0,ok,,6.530649,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,2,50,1.2,ok,,6.510425,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,5,5,0.8,ok,,6.510977,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,5,5,1.0,ok,,6.495478,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,5,5,1.2,ok,,6.476886,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,5,10,0.8,ok,,6.531343,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,5,10,1.0,ok,,6.469844,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,5,10,1.2,ok,,6.542406,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,5,20,0.8,ok,,6.509102,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,5,20,1.0,ok,,6.525314,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,5,20,1.2,ok,,6.526781,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,5,50,0.8,ok,,6.503454,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,5,50,1.0,ok,,6.58208,INFEASIBLE,,59,70,280
medium/baseline/I012,medium,baseline,1071,20,300,5,50,1.2,ok,,6.560761,INFEASIBLE,,59,70,280
medium/baseline/I013,medium,baseline,1072,20,300,0,5,0.8,ok,,6.940942,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,0,5,1.0,ok,,6.994577,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,0,5,1.2,ok,,7.059673,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,0,10,0.8,ok,,6.970623,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,0,10,1.0,ok,,7.029892,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,0,10,1.2,ok,,7.04371,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,0,20,0.8,ok,,7.041073,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,0,20,1.0,ok,,7.038411,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,0,20,1.2,ok,,7.050176,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,0,50,0.8,ok,,6.958,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,0,50,1.0,ok,,7.000239,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,0,50,1.2,ok,,7.040185,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,2,5,0.8,ok,,7.156729,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,2,5,1.0,ok,,7.124916,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,2,5,1.2,ok,,7.15436,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,2,10,0.8,ok,,7.155339,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,2,10,1.0,ok,,7.095166,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,2,10,1.2,ok,,7.10209,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,2,20,0.8,ok,,7.143228,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,2,20,1.0,ok,,7.131135,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,2,20,1.2,ok,,7.175234,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,2,50,0.8,ok,,7.166583,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,2,50,1.0,ok,,7.160504,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,2,50,1.2,ok,,7.097806,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,5,5,0.8,ok,,7.171813,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,5,5,1.0,ok,,7.115943,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,5,5,1.2,ok,,7.109498,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,5,10,0.8,ok,,7.172612,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,5,10,1.0,ok,,7.136837,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,5,10,1.2,ok,,7.124859,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,5,20,0.8,ok,,7.13892,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,5,20,1.0,ok,,7.108078,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,5,20,1.2,ok,,7.138932,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,5,50,0.8,ok,,7.169388,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,5,50,1.0,ok,,7.193374,INFEASIBLE,,60,74,296
medium/baseline/I013,medium,baseline,1072,20,300,5,50,1.2,ok,,7.109337,INFEASIBLE,,60,74,296
medium/baseline/I014,medium,baseline,1073,20,300,0,5,0.8,ok,,9.11717,INFEASIBLE,,59,87,348
medium/baseline/I014,medium,baseline,1073,20,300,0,5,1.0,ok,,8.973037,INFEASIBLE,,59,87,348
medium/baseline/I014,medium,baseline,1073,20,300,0,5,1.2,ok,,8.853661,INFEASIBLE,,59,87,348
medium/baseline/I014,medium,baseline,1073,20,300,0,10,0.8,ok,,8.936876,INFEASIBLE,,59,87,348
